workerId	assignmentId	Treatment	Time	KnewAboutMoodStudy	AwareThisStudy_BotnetSpam	AwareThisStudy_Facebook	AwareThisStudy_OSCredentialSpoofing	AwareThisStudy_SocialPhishing	AwareThisStudy_WarningsDeception	PrevParticipated_BotnetSpam	PrevParticipated_Facebook	PrevParticipated_OSCredentialSpoofing	PrevParticipated_SocialPhishing	PrevParticipated_WarningsDeception	Proceed_BotnetSpam	Proceed_Facebook	Proceed_OSCredentialSpoofing	Proceed_SocialPhishing	Proceed_WarningsDeception	Surrogate_BotnetSpam	Surrogate_Facebook	Surrogate_OSCredentialSpoofing	Surrogate_SocialPhishing	Surrogate_WarningsDeception	XplainProceed_BotnetSpam	XplainProceed_Facebook	XplainProceed_OSCredentialSpoofing	XplainProceed_SocialPhishing	XplainProceed_WarningsDeception	XplainSurrogate_BotnetSpam	XplainSurrogate_Facebook	XplainSurrogate_OSCredentialSpoofing	XplainSurrogate_SocialPhishing	XplainSurrogate_WarningsDeception
AIFHXLF6P1TY1	3PB5A5BD0V7HL29EVOMJHQDLAY1G7Q	Control	213	yes	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	caution	caution	yes	indifferent	indifferent	yes	no	All scientific studies MUST be carried out with caution.		All scientific studies should be carried out with caution.	All scientific studies MUST be carried out with caution.	All scientific studies MUST be carried out with caution.	This study would capture my interest if it was published.		While this does not capture my scientific interest (biochemistry), I would not be opposed to being a test subject.	I feel I may have qualities that would warrant assistance to this research	This experiment does not capture my interest.
AIIA778I6CQZW	3PM8NZGV8YH2D69JGXVT53UBI89XQ5	Twitter	381	no	no	no	no	no	no	no	no	no	no	no	caution	no	yes	caution	yes	indifferent	no	yes	yes	yes		There are more important things to be researching. Not to mention that in this case, if someone doesn't want to see negative things in their feed, get rid of the people saying the negative things. They should have control over what they see.	See above.	This borders on privacy infringement, and a lot of people could be angry not understanding the point of the research.		I wouldn't really want anyone I care about to be involved with spammers.	If you're psychologically vulnerable enough to need Twitter's protection against Tweets, stay off of Twitter.	No passwords are actually stolen, but good can come of it.	It would increase the availability of security against phishing scams, and not hurt anyone.	Results are anonymous, and there is no real security risk.
AIIAYS92CK5HK	35USIKEBNRH4RUCVZIUM1WMMGRZN6M	InsertPosts	200	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no										
AIKQF0FOLB0E	32EYX73OY0AA83UOO796QM5CK8YRU4	WithoutPublication	298	yes	no	yes	no	no	no	no	no	no	no	no	unsure	caution	caution	unsure	caution	no	no	indifferent	no	no	People are vulnerable enough in life and this seems to take more advantage	Perhaps a volunteer system for a study.	The data can always fall in the wrong hands.	Its very mean.	I think its ok with consent to do a study.	I wouldnt want them to be used in this manner	I wouldnt want to see them manipulated.	Im not sure actually. It would be nice to show these people how easy this information could be stolen.	I dont want them exposed to this type of situation.	I wouldnt want them to worry about something affecting their computer.
AIM6UIPPVF05M	32KTQ2V7RDGLRVTTLOIY8ROO11B9MV	UnnamedCompany	665	yes	no	yes	no	no	no	no	no	no	no	no	yes	caution	caution	caution	yes	indifferent	indifferent	yes	yes	indifferent	the person being spammed is being saved by not being able to actually buy anything.	The idea is good but I feel like it's a bit sneaky.	You don't want to scare anyone away or give them the sense of mistrust.		This one seems harmless enough and is just tracking what users will do.			It might help them learn how to be safe online.	They might learn to be more careful.	
AIOJ4BDOSU60X	3AWETUDC92TE13LF47E5TMJ0Z6JIZT	InsertOnlyPostiveposts	451	no	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	no	no	no		Too invasive.				Again, this is really invasive, and I don't like it!	This seems like an invasion of privacy, done without users' consent.		Again, this invasion of privacy is a ludicrous idea for a study. No way I would allow someone I care about to participate.	Any sort of deception is wrong- they should be forthright about the nature of the study, even if it makes the results less meaningful.
AIOMJBORIE296	3NC5L260MONIS85I1QX3ARZ4Z7DOFP	WithoutRemovingNegativePosts	254	yes	no	yes	no	no	no	no	no	no	no	no	unsure	yes	unsure	yes	caution	no	indifferent	no	yes	no									I would hope that those I know would not fall into this trap	Depending on the type of security warning, it might cause them to take actions that they otherwise would not do (such as wiping their computers, shutting down without saving information that would be useful to them)
AIQV0TLQZVZP0	3T3IWE1XG6OVWP0ZBNUWG09559MTQD	WithoutPublication	554	no	no	no	no	no	no	no	no	no	no	no	caution	caution	unsure	unsure	unsure	indifferent	indifferent	no	no	indifferent			It may lead some to be paranoid about HITS after the study concludes.							
AIWD4R8CEKKYI	3U088ZLJVKUZ0DZUPU5SOEPMW23W0B	NoAdvertising	511	yes	no	yes	no	no	no	no	no	yes	no	no	yes	no	caution	caution	caution	yes	no	no	no	indifferent									While I think that this subject is a important, I would worry that the person I cared about would be upset by the research.	
AIX7KS5LC7C7J	3TDXMTX3CBVCDT1422HUWOQ5UVFI6H	Control	864	no	no	no	no	no	no	no	no	no	no	no	unsure	yes	caution	no	yes	no	no	indifferent	no	yes		If the participants are willing to participate then yes.	While the researchers are not collecting the information they could be hacked themselves or spied upon by a third party that would collect the passwords.	The passwords should not be collected and verified.		This could adversely affect their ability to successfully judge an attack and make them vulnerable to other attacks from spammers.	I believe that if more negative posts were presented as a percentage that the outcome would not affect them adversely.	It is difficult to decide but I think that the possibility may exist that this study could be used by a malicious third party.	They have no guarantee that the passwords were protected and could not be used maliciously as the study was going on.	
AIX9J7HVVIXM2	3WQ3B2KGE8H7JZM1QMDWF5VBRT11BD	InsertPosts	437	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	Anything we can do to reduce spam is good.	I think it is important to understand the implications of social media and this study would benefit humankind.	This research will help prevent future password theft.	This research will help prevent phishing attacks in the future and is beneficial to society.	This research would help improve future security.	Yes, I'd want to help prevent spam in the future.	I think it is important to understand the implications of social media and this study would benefit humankind.	This research will help prevent future password theft.	This research will help prevent phishing attacks in the future and is beneficial to society.	This research would help improve future security.
AIYGT8I9PZ9CC	38YMOXR4MU0UEOL9RJL9XFZD9AB6WI	InsertPosts	617	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	caution	indifferent	indifferent	no	no	indifferent		I don't think people at Facebook should be monitoring users' posts, nor tampering with what posts the user sees.	I don't think anyone should be allowed to collect people's passwords for any purpose.	It is far too invasive--with the researchers looking at students' Facebook friends lists and collecting passwords.	If the researchers are not exposing users to risks or collecting information, they could proceed.			It could still be risky.		
AJ1DDLEQ3GGE	3RSDURM96AN2G89OC2MVU0C61C7YEU	Control	777	yes	no	yes	no	no	no	no	no	no	no	no	no	unsure	caution	yes	yes	no	indifferent	indifferent	indifferent	indifferent		Didn't something like this just take place at Facebook?  I've seen a few links to articles about it, but I haven't read any of them because I wasn't convinced it was really that big of a deal to be concerned about.		The security department where I work sends us fake phishing emails from time to time to make sure we're less likely to fall for a real scam.	Since the experiment simply measures a reaction but doesn't accept any personal data from the user, I don't see any potential for harm.	This one just seems more risky than the other ones.		It might depend on whether or not the organization running the experiment could be verified in some way.		
AJ2MVQ01570X9	3E337GFOL996ON11BV38DNZBA7PNGF	WithoutImprovingProduct	285	yes	no	yes	no	no	no	no	no	no	no	no	no	unsure	yes	unsure	caution	no	indifferent	indifferent	no	indifferent										
AJ3CE3PZMTP6	3QFUFYSY9YGEOFV0I6IUWTTZIERF4G	InsertPosts	395	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	caution	caution	indifferent	no	no	indifferent	indifferent		facebook already tried this. leave the individuals alone	dissemination risk		go ahead. your purpose is not to harm		this is social manipulation. always bad	making passwords available is bad no matter what\r\n		its a survey. I am neutral
AJ58K1R09B4H7	3ATTHHXXWAPPW8L03PQKW13PRVEXII	Control	465	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	caution	no	indifferent	no	no	yes		Researchers must be cautious not to reveal identities or identifying information to people who may receive the results. 				I would not want someone to be tricked into thinking they're buying something, and not receive it, with no explanation. 	The Use of data based on whether or not it is positive or negative does not bother me. Especially if the information is non identifying. 	Tricking people, even in the name of research is wrong.	People should not be put in a place where their private information has the potential to be comprimised. 	If someone is doing a human intelligence task, they should expect that this sort of thing may happen. 
AJ86CAZX0QCE9	3YT88D1N08Z4M54AJ34821TYC3LK3X	WithoutRemovingPositivePosts	4792	no	no	no	no	no	no	no	no	no	no	no	unsure	caution	yes	yes	yes	no	indifferent	yes	indifferent	yes										
AJA7TGH14R5JJ	3WSELTNVR33399TIMRXAQ0U01Z4TAQ	WithoutRemovingNegativePosts	512	no	no	no	no	no	no	no	no	no	no	no	yes	caution	yes	caution	yes	yes	yes	yes	indifferent	yes		They'd be playing with people's emotions and that can cause a huge ripple effect					ONLY if the people involved were aware ahead of time.			Internet security is important and deception may be necessary to provide valid behavioral examples
AJB0OAEIYGY87	3GDTJDAPVUCLDQAJGWCK8VTDH7T8MT	Twitter	1271	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	indifferent	no	no	no	no	There doesn't appear to be any harm in this, in fact, other than making them feel foolish, it might save participants some grief. However, I would consult and perhaps request direct involvement of local law enforcement in the study, to avoid possible legal issues and perhaps create an opportunity to identify some of the spammers.	There are some ethical issues with experimenting on people without their knowledge, even if it is certain no harm will be done.	There are ethical issues with this. It involves violation of privacy, as well as possibly illegal activity on the part of the researchers.	This is flatly unethical, and possibly illegal.	Again, ethics issues. The study could cause subjects to take unanticipated actions which might be detrimental to their property, personal security and safety.	Most of my loved ones wouldn't fall for this, and if they did, it might be a good lesson for them.	I wouldn't want my personal communications messed with, even if they are in a public venue such as Twitter, and I am sure the people I care about feel the same way.	Too much upset and inconvenience.	There are all sorts of ways this could go awry. Subjects are being placed at risk, and there is no way for the researchers to guarantee the security of the data collected.	I would not subject my friends or family to the potential stress.
AJBGPFYZ87SOX	3R5F3LQFV2LOXPWI22RADJFMB71OZX	Control	274	no	no	no	no	no	no	no	no	no	no	no	caution	unsure	unsure	unsure	unsure	indifferent	no	no	no	no										
AJBVOY9O7SKMC	37Q970SNZE960L3318ZR5U5BVGX1SM	InsertOnlyPostiveposts	507	no	no	no	no	no	no	no	no	no	no	no	no	yes	caution	unsure	yes	no	indifferent	indifferent	indifferent	yes			As long as it is legal					That's up to them. It doesn't seem harmful but could be.		
AJD4ZKMAYK3CI	35DR22AR5DLA653HIMJXSV108KG3X1	Control	1314	yes	no	yes	no	no	no	no	no	no	no	no	no	no	yes	no	yes	no	no	indifferent	no	yes		Emotional manipulation without consent from the participant or available support/ counseling should participants become unstable is not acceptable in research		I believe participants need to be notified prior to start of the experiment that they can choose to participate or not.	because research participants can agree to participate or withdraw from the study and the researchers reveal the true nature of the experiment at the end.	people have the right to know if they are being part of a study when their behavior is being recorded.	manipulating people's emotions can be very detrimental to the individual person.		I would not want someone I care about to think I was sending them phishing scams (if I was the "facebook friend" that researchers found on my friend's profile)	
AJD5HSZS50NBC	340UGXU9DY221AB5XREGRJUF5QEUVR	UnnamedCompany	224	yes	no	no	no	no	no	no	no	no	no	no	caution	no	caution	caution	caution	yes	yes	indifferent	indifferent	no		they should be completely bias					because I think it would help them out			
AJI76D4U5WGBZ	3H0W84IWBK3TJ7X2Y7U1M4J9YTKER8	InsertPosts	451	no	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	caution	caution	indifferent	yes	yes	yes	yes										
AJJ42OO4VM3RG	3HPZF4IVNMUNJAPAGBG04CC3GXFYCG	InsertPosts	433	yes	no	yes	no	no	no	no	no	no	no	no	caution	unsure	yes	caution	yes	no	no	yes	no	yes		It's just a human experiment with no real benefits.		They would have to be really careful since they will be essentially spying on these participants.		Again, it seems a bit invasive.	It seems quite deceptive.		It seems a bit invasive.	I have no qualms as to my loved one participating in this experiment.
AJKF9KI56S3AH	30MVJZJNHMEVQNN8IR56SZW7XDLJ9I	WithoutRemovingPositivePosts	506	no	no	no	no	no	no	no	no	no	no	no	unsure	no	yes	yes	yes	indifferent	no	yes	indifferent	yes	I dislike the idea of someone being monitored even if no personal information is gathered, but the motive is good and the ends may justify the means. I'm undecided.	I view a person's account on Facebook as being quite personal and dislike the idea of others manipulating it.	It is a HIT which means the individual can choose to participate and it is to discover helpful data.	It seems straightforward, helpful, and noninvasive.	See my answer to the previous question.		The content and results won't be helpful enough to justify the tampering of a person's Facebook account, in my option.			It seems a perfectly acceptable way to handle the situation. The participant is made aware of everything eventually and no harm actually comes about.
AJQ8N0ELFSLBI	3X1FV8S5JXSJWSAADMPZN4TOW6RVGW	InsertPosts	742	yes	no	yes	no	no	no	no	no	no	no	no	yes	unsure	no	no	yes	yes	indifferent	no	no	yes	Need to be sure no personal data is collected if these people are attempting to purchase something.	Going to upset people.	It still seems like there is the possibility of something being recorded that shouldn't be.	They are still collecting information that is none of their business regardless of whether it is for research or not.		This seems fine as long as no personal data is recorded.  I do think that the users should at least eventually be notified of what was done.	As has recently been shown, people get upset when their Facebook feeds are messed with.  The experiment seems benign, but pointless.	It still seems like there is the possibility of something being recorded that shouldn't be.	They are still collecting information that is none of their business regardless of whether it is for research or not.	Nothing is put at risk, so I don't see a problem with this.
AJRIYKEW38JHW	3OUYGIZWR7Z9G42TD8RXWKHQ3AW0PQ	NoAdvertising	549	yes	no	yes	no	no	no	no	no	no	no	no	no	no	caution	no	yes	no	no	indifferent	no	indifferent		I feel this is highly unethical	I believe this would be ok in a small test group.		I have no problem with this experiment as I do not see anything unethical about it.					
AJSOFP0KZ55P6	3XUHV3NRVKZGYUQ6R1P446BQYMYH5E	WithoutImprovingProduct	443	yes	no	yes	no	no	no	no	no	no	no	no	caution	yes	yes	no	unsure	indifferent	indifferent	no	no	no										
AJSTOFYJCC87B	3URFVVM165JJAUGFYO3JCP7BTQCZU2	Control	688	no	no	no	no	no	no	no	no	no	no	no	unsure	yes	caution	caution	caution	no	yes	indifferent	no	yes										
AJVBRWY05LQRR	3ZSANO2JCF8XQ0XB87ECUW95WOMSFG	Twitter	513	yes	no	yes	no	no	no	no	no	no	no	no	caution	yes	yes	unsure	yes	indifferent	indifferent	yes	no	yes	I'm not crazy about them spreading spam but I don't see it as dangerous or harmful.					I don't think this is a big deal.	I don't think it's that big of a deal to be included.	If it is a HIT then they are getting paid so I'm fine with the deception. 	It's a bit of invasion of privacy imo.	If it is a HIT then they are getting paid so I'm fine with the deception as it does no harm.
AJVGW8ZY3SWE4	3EWIJTFFVO85JDD34UBM28IMPXGE0T	Twitter	576	yes	no	yes	no	no	no	no	no	no	no	no	no	caution	caution	no	yes	no	indifferent	yes	no	yes	I think actually using an attacker is incredibly risky.	If a person suffering from depression was subjected to negative posts, this could possibly be dangerous.	A lot of caution should be had when dealing with user's passwords.	Collecting real passwords sounds very unethical.		Way too many channels where something could go wrong exposing credit information.	I have no preference, but if my friend was already depressed than this would be a very bad experiment.	If the researchers can guarantee that no passwords are stored, than this seems safe enough.	Absolutely not, because the researchers data could fall into malicious hands, especially once people are notified that this was an experiment. Too many passwords would be at risk.	The user is under no real threat so this research is safe enough.
AJWM4B159B8HZ	3570Y55XZPK00M5FIXCJU3XIERHYG4	UnnamedCompany	1188	no	no	no	no	no	no	no	no	no	no	no	yes	yes	caution	caution	yes	yes	yes	yes	yes	yes	I think this is a worthwhile experiment with small risk.	It sounds like an interesting study and it poses no risk to those involved.	I think it is worthwhile; however, there has to be some safeguards in place so that the researchers involved don't succumb to temptation and steal passwords.	Any time someone is releasing their password is a risk on both sides but I think the benefit of the study outweighs the risk.	I think that this experiment presents little risk. The security of the participant is not really being breached so a little deception will not be harmful.	I think the person's participation will be helpful for others and his/her personal information is not collected.	There is no risk to this experiment. I think it would just help the participant learn more about himself or herself.	Being a participant would help the person see how they are being duped and help prevent them from falling victim to real scammers.	I would want the person to learn not to divulge their personal information to anyone online even a close friend.	The person may learn about how to be more secure when using the internet.
AJXG764HLCCWI	3570Y55XZPK00M5FIXCJU3XIEP1YGK	Twitter	257	yes	no	no	no	no	no	no	no	no	no	no	caution	no	yes	no	yes	indifferent	no	indifferent	no	indifferent										
AJY6J33X1KJNP	3CN4LGXD5XPKO6CVNWAILE0FOIBY4C	Twitter	406	yes	no	yes	no	no	no	no	no	no	no	no	no	no	yes	no	yes	no	no	yes	no	yes	They should not be using a third-party to send spam messages.			It does not allow participants to become willing participants until after the fact.		I wouldn't want them to receive spam, especially from a third-party outside the university.	I wouldn't like researchers to be monitoring their friends' online data.		I don't think this type of experiment should ever get IRB approval.	
AJYKTDSCYW6LS	3KKG4CDWKIZ5N54NFKI2MX7OFED49Q	InsertPosts	394	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no										
AJZ9HV5VBD7CA	3NS0A6KXC4905CFKEJE28A6KKKZGZP	InsertPosts	558	no	no	no	no	no	no	no	no	no	no	no	caution	yes	no	no	yes	no	indifferent	no	no	indifferent			The study seems unnecessary.  Just publish the tricks you would use instead of duping people and freaking them out.	you shouldn't mess with some one's passwords					you shouldn't mess with some one's passwords	
AK0S8EQHPETZQ	3WZ36BJEV3H8SJYAS5X6LBE6JBITB2	WithoutRemovingPositivePosts	535	yes	no	yes	no	no	no	no	no	no	no	no	caution	yes	caution	caution	yes	no	yes	indifferent	no	yes			I would want some sort of safety check system in place. Researchers can steal identities as well.	As stated above.		Spam is really annoying and extremely pervasive. This would be a major headache for the participant and they might even ask me to fix their computer.		There is a minimal chance that this research would be used nefariously. I would still lean to the side of no.	They should be informed before the study happens. Chances are they'll still participate, I'm aware phishing happens, but I'm sure I've still clicked a link about it. 	
AK3DXI7IJX785	337RC3OW053ZIKOBODMF0WYWSQNLV8	InsertPosts	508	no	no	no	no	no	no	no	no	no	no	no	yes	yes	caution	caution	yes	yes	yes	yes	yes	yes				I foresee many University students having an issue with researchers accessing their passwords, but I think this is an important study.					I want people I care about to be aware of phishing attacks so they can be more cautious in the future.	
AK5Z0KECW0E5A	37WLF8U1WPR3JORS2526945IMXVK6H	WithoutRemovingPositivePosts	553	no	no	no	no	no	no	no	no	no	no	no	caution	unsure	caution	yes	unsure	yes	indifferent	yes	yes	indifferent	Yes, if they can use the data to stop spammers. 		As long as they use the data for that purpose. 			I hate spam.		Stopping hackers is a great thing. 		
AK86DN5LJDCCK	3WZ36BJEV3H8SJYAS5X6LBE6JCVBTZ	WithoutPublication	12682	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	indifferent			Seems unethical.	This seems unethical.				Seems unethical	This seems unethical.	
AKB5SHWIPUHH7	3OHYZ19UGC6NWHOAQABBWQOD2IBOA5	WithoutPublication	830	no	no	no	no	no	no	no	no	no	no	no	caution	yes	yes	yes	yes	no	yes	yes	yes	yes	I'm all for the necessary research, but the whole thing seems like asking for trouble.	I can't imagine why not.		It's a little more risky than the last, but it doesn't seem like it has a high potential for problems.	It doesn't seem harmful in any way.	It seems like an awful potential security risk for the participants involved.	I see no harm in this one at all.	As long as it doesn't involve malicious software it seems fine.	While I don't like the idea of someone collecting student passwords as long as they notify them of the project and tell them to change their password I see no problem.	Seems like a better concept than the last without actual security risk.
AKBQ56H9T44C1	3YMTUJH0DSHO7KD1DQNJDX809KA4TI	InsertPosts	1350	yes	no	no	no	no	no	no	no	no	no	no	no	yes	caution	caution	caution	no	yes	yes	yes	yes			Some might overreact. 	There is a good chance that a significant portion of the student population that were included would be offended by being duped into giving up their private info.	There is a chance that some might overreact to the security warning.	This is a slippery slope. Should the spammers realize what is happening, they could launch an attack against the researchers that could result in more damage to university property than the university would be willing to cover	It would be interesting to see how one's posting habits are affected by others that they communicate with	No real danger here. And afterward, they can change passwords if they still feel threatened	It could help push for development technologies to prevent phishing	there is no real danger.
AKC9H6IX5YCG4	3JW0YLFXRTHS830FI1YDV9YQX3AWWX	InsertPosts	706	yes	no	yes	no	no	no	no	no	no	no	no	yes	no	caution	caution	yes	yes	no	indifferent	no	indifferent	It helps them learn more about people.	It could cause some serious damage to unstable people.	They should make sure nobody keeps any password for personal gain.	They can learn how often phishing works, but they should make sure everyone is being supervised.	It doesn't cause harm to anyone, and helps them learn.	It won't hurt them in any way, so i am fine with it.	It messes with their head, possibly in a bad way.	As long as they are notified, It should be fine.	They could lose their account if any of the researchers are dishonest people.	It doesn't really affect me. They won't be harmed in any way.
AKG7VBOY97HKA	3W92K5RLWUILGVLQWQ68J72Z6X45VF	InsertOnlyPostiveposts	446	no	no	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes							It doesn't matter to me.			It would not matter to me.
AKI2BFK58MWH3	3DYGAII7PL9X4X7SU6LCBQ88GAGQPS	InsertPosts	1244	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	Because the results will be skewed by filters preventing emails from ever reaching the user.	For the reasons stated above.	Such deception, while potentially understandable, is still deception.	While I can't think of an alternative methodology that doesn't include at least some subterfuge, I still don't like the unseemly nature of the study.	The stress of thinking your computer is at risk is great.	Given the prevalent usage of spam filters, I think the methodology is antiquated and unnecessary.	I'm a positive person and would not want someone posting negative posts on my feed.	I have a hunch I've just been included in such an experiment.  I'm not crazy about being deceived and wouldn't wish that on another.	While I understand the purpose of the study, trolling through someone's Facebook page to glean their "friends" just seems a bit unethical.  It could also threaten the individuals relationships with those friends.	Because legitimate risks are so prevalent, I wouldn't wish to bring that stress on another.
AKILHPPL5KFB0	38JBBYETQOBMI1V4NVYOEB8Z66GE4N	Twitter	290	no	no	no	yes	yes	no	no	no	no	no	no	no	unsure	yes	yes	yes	no	yes	indifferent	indifferent	no										
AKIUVJ5QAHETS	358010RM5EUUIE502WP3BQTJZ70VXN	NoAdvertising	1365	no	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	yes	yes	indifferent	no	yes	yes	yes	Again, I'm not sure if the person buying something would get the product or not since they are replacing the "store front" with a fake one but that would upset me if I ordered something and never received it.  But again, that would come to question that the original spammer should know this is happening. I wonder how many would catch this?	Again, this could hurt Facebook by not letting people know and also people finding out that some posts are not being posted, which wouldn't be hard to find out.	People get very sensitive when it comes to information like this.  I think as long as they assure the person none of their passwords were actually saved and that they actually helped this person from someone would could of done this with harm, then I think they would be okay with it.	I think this could benefit everyone. A lot of people fall victim to this phishing scams all the time.	I see no harm in this at all.	If someone thinks they are buying something and never gets it, that would be frustrating; however, I would also be curious as to how many people click on these also.	The only bad side of this that I see would be not being able to see all your posts. Your friend may call you and ask if you seen their post and you wouldn't have, then it would come out how Facebook is not posting all posts; which may lead to people not trusting Facebook.	As long as they are not storing or using the passwords.  I would rather a researcher steal my passwords and let me know they could do it rather than a real thief stealing it.  This could also help people to take extra precautions for passwords. 	As long as they are not using the passwords to gain access to the student's information, I think this could actually be beneficial in the long run.  Student's and the public could see just how easy this can happen.	I see no harm in this at all.  Someone might worry they have a security threat but once everything is explained, there is no real threat.
AKJ6ZNU0NH3OK	3KOPY89HM839BLYS1I4W1MTLXNJ3JX	WithoutRemovingNegativePosts	481	yes	no	yes	no	no	no	no	no	no	no	no	caution	no	yes	caution	yes	yes	no	yes	yes	yes										
AKKCFV0GQBWHW	36ZN444YTRZ22Z782Y3ODOCWFQUOIN	Twitter	663	yes	no	yes	no	no	no	no	yes	no	no	no	yes	no	yes	caution	yes	indifferent	no	yes	yes	indifferent	Victims of spammers are getting spammed anyway.  Why not allow researchers to learn something from it?	People are having their emotions played with without having a chance to consent.	I think it's ok to proceed.	Some users will be angry that their passwords were revealed before they had a chance to consent to the study.	I don't see any harm.	I don't think this study is a big deal either way.	This is playing with peoples' emotions.	This is worthwhile and nobody is harmed.	This is a worthwhile study.	I don't think this is a big deal.
AKLV0WIZZ356X	3U088ZLJVKUZ0DZUPU5SOEPMWY0W00	UnnamedCompany	1317	yes	no	yes	no	no	yes	no	no	no	no	yes	caution	no	unsure	caution	yes	indifferent	no	no	indifferent	yes		Not without consent from participants.	Just not sure if they are getting people's real passwords or made up passwords.	I don't know about asking for permission after.	I think that deception is used all the time in experiments and is necessary for them to be effective. As long as they tell the participants after.		It seems like the researchers aren't getting explicit consent from the participants, like that unethical entity known as Facebook.	Mostly because I think that people would have a problem with typing their passwords in like that. If they were making up new passwords, then maybe.	Not sure on this one.	I see nothing wrong with the experiment because they were never really exposed to any threat.
AKOX5C7VP718G	3ZAK8W07I4FM89APUUQR6Q4PBNE0U4	Control	590	no	no	no	no	no	no	no	no	no	no	no	caution	no	unsure	yes	yes	yes	no	no	yes	yes	The researchers need to be very careful they keep the spammer under control so they don't end up actually ripping people off	I think this is too much like censoring.  If people don't see the negative(or positive) they may miss out on important news	While the experiment may be helpful to help prevent such attacks I think it would make the participants more nervous online			It doesn't seem to be harming the participants in any way.  The only downside is they're never made aware so they may get confused thinking they purchased goods but receive none.	This could harm the participants facebook experience.  They may not be made aware if something negative is happening that their friend posts because it is hidden	I think the researchers acting as hackers would make people feel even more insecure online once they learned it was all part of a study	I don't see any harm at all from this experiment.  There is not an actual bad guy trying to get the passwords and the students will have the opportunity to change them after the experiment if they feel uncomfortable.	I don't see this harming the participants at all since the threat was never really there.
AKU5C16IDUZUD	3VHHR074H3IX7UNF6FJZUIIT6BQ7LI	WithoutImprovingProduct	984	yes	no	no	no	no	no	no	no	no	no	no	no	unsure	yes	no	caution	no	indifferent	yes	indifferent	yes		Using facebook is a choice to use their services and consent to their terms and conditions. They can manipulate what they like in the news feeds, as annoying as it could be to users, as long as it's stated in their terms. 		While it doesn't seem like it would harm the participants directly, it seems unethical to start collecting data for the study without consent. It also seems unethical to go through a student's fb profile to mine it for into about their friends, with no consent. I would be very unhappy if my university was conducting this sort of research on its students without permission.	Many HITs on Mturk studies are not exactly what they appear. I think most workers expect this. 					
AKWHNC8AXMXP	3TPZPLC3M0D5XW1QWV9GYIFX6EZP3D	NoAdvertising	596	yes	no	yes	no	yes	no	no	no	no	no	no	yes	no	yes	no	yes	yes	indifferent	yes	yes	yes		emotions should not be played with		it helps combat bad people 	it will wake people up about online threats 	spam stinks 	facebook is going to do what ever it wants, They have spent years molding us and getting people addicted so they can feed us what they like	good way to educate about hackers 	it is good for security and wkaes people up/ paypal did it to me before 	its good research and can help people learn 
AKWQG33M7PWU2	3VZLGYJEYLBBRYAA3TE6WW6FN7PZXO	Control	544	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes			Due to the deception					The experiment aims to deceive the participants and I would not want someone I cared about to be deceived.		
AKWYNZ4C2X5TU	3CP1TO84PT2CJ4NO8GMXH25O96H25O	NoAdvertising	334	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	yes	no	no	yes	yes										
AKX5AHSL7NSQF	3JZQSN0I3QBU0VOKD7KV5IQ28GTFGQ	WithoutRemovingPositivePosts	256	yes	no	yes	yes	no	no	no	yes	no	no	no	no	no	caution	unsure	caution	no	no	indifferent	no	indifferent	using the spammer's business appearance might violate their copyright, sad as that is	not without consent		not without consent			no messing with the feed!	has no real effect on the participant	facebook profiles are not public information to be used	
AKX5RHHO8BIUX	3W8CV64QJ20ZZHSIUR2LGMGSKFM9HW	Twitter	581	yes	no	yes	no	no	no	no	no	no	no	no	yes	no	yes	caution	yes	no	no	indifferent	no	yes	I'm in favor of anything that reduces spam. 	Not sure that the study as presented is worth doing. 	I am against spammers and hackers.  I favor any research that reduces their effects.	I'm uncomfortable with the 'examining Facebook profiles' aspect in order to impersonate a friend here.  			I don't like the sense of censorship I get from this study. 		This feels really intrusive. 	It seems like a good study and it's laid out well. 
AKYRO7QEAPTGN	3YZ8UPK3VTN621556AJB1R6QKJFCUR	NoAdvertising	478	no	no	no	no	yes	no	no	no	no	no	no	caution	no	yes	yes	caution	indifferent	yes	indifferent	indifferent	indifferent								If no personal information is being stolen then the study is harmless.		
